time,Var2,Var3,Var4
SampleTimeMat,SampleTime,Exponent,Alpha
738237.83400463,22-Mar-2021 20:00:58,0.2332197610744,0.810885481699373
738237.834710648,22-Mar-2021 20:01:59,0.273591343161147,0.78518121638447
738237.835405093,22-Mar-2021 20:02:59,0.254286560109593,0.797265977172414
738237.836111111,22-Mar-2021 20:04:00,0.226280163111157,0.815474334562284
738237.83681713,22-Mar-2021 20:05:01,0.28143746694099,0.780373623995224
738237.837523148,22-Mar-2021 20:06:02,0.275237880497002,0.784167421069916
738237.838217593,22-Mar-2021 20:07:02,0.206579721302252,0.828788999470924
738237.838923611,22-Mar-2021 20:08:03,0.296079036079594,0.771557885099986
738237.83962963,22-Mar-2021 20:09:04,0.05,0.952380952380952
738237.840335648,22-Mar-2021 20:10:05,0.274920269559973,0.784362774579732
738237.841030093,22-Mar-2021 20:11:05,0.264560671359406,0.790788471165244
738237.841736111,22-Mar-2021 20:12:06,0.253247276502514,0.797927127989249
738237.84244213,22-Mar-2021 20:13:07,0.309833283557548,0.763455939433734
738237.843148148,22-Mar-2021 20:14:08,0.313835426133771,0.7611303365009
738237.843842593,22-Mar-2021 20:15:08,0.279427965579385,0.781599298204454
738237.844548611,22-Mar-2021 20:16:09,0.335357653154444,0.748863046269105
738237.84525463,22-Mar-2021 20:17:10,0.299999411397458,0.769231117516454
738237.845960648,22-Mar-2021 20:18:11,0.05,0.952380952380952
738237.846655093,22-Mar-2021 20:19:11,0.264095837392114,0.791079260305963
738237.847361111,22-Mar-2021 20:20:12,0.261582396468014,0.792655321443647
738237.84806713,22-Mar-2021 20:21:13,0.267502592816454,0.788953021214694
738237.848773148,22-Mar-2021 20:22:14,0.2714898809661,0.786478929144275
738237.849467593,22-Mar-2021 20:23:14,0.265014840930102,0.790504559823781
738237.850173611,22-Mar-2021 20:24:15,0.271325098713048,0.786580868270666
738237.85087963,22-Mar-2021 20:25:16,0.296199679077802,0.771486072818243
738237.851585648,22-Mar-2021 20:26:17,0.25054420069197,0.799651863122203
738237.852280093,22-Mar-2021 20:27:17,0.283297342987432,0.779242632632641
738237.852997685,22-Mar-2021 20:28:19,0.312022133292632,0.762182264022036
738237.85369213,22-Mar-2021 20:29:19,0.259383730715638,0.794039160273855
738237.854398148,22-Mar-2021 20:30:20,0.264806516141827,0.790634762896705
738237.855092593,22-Mar-2021 20:31:20,0.247013706702333,0.801915804634138
738237.855810185,22-Mar-2021 20:32:22,0.271533940543084,0.786451677076658
738237.85650463,22-Mar-2021 20:33:22,0.277720719863957,0.782643643836717
738237.857210648,22-Mar-2021 20:34:23,0.260644307624765,0.79324516356572
738237.857905093,22-Mar-2021 20:35:23,0.232130788144072,0.811602152646697
738237.858622685,22-Mar-2021 20:36:25,0.271500940680236,0.786472088227487
738237.85931713,22-Mar-2021 20:37:25,0.277794723212647,0.782598317111365
738237.860023148,22-Mar-2021 20:38:26,0.313323984070338,0.761426740186938
738237.860717593,22-Mar-2021 20:39:26,0.318641154351102,0.758356431315915
738237.861435185,22-Mar-2021 20:40:28,0.272614443752596,0.78578394651193
738237.86212963,22-Mar-2021 20:41:28,0.283837986295791,0.778914481947416
738237.862835648,22-Mar-2021 20:42:29,0.159081257665838,0.862752281935611
738237.863541667,22-Mar-2021 20:43:30,0.228193911219676,0.814203678152854
738237.864247685,22-Mar-2021 20:44:31,0.252416590300871,0.798456366471293
738237.86494213,22-Mar-2021 20:45:31,0.284139162170084,0.778731799059914
738237.865648148,22-Mar-2021 20:46:32,0.287385097939019,0.776768351288907
738237.866354167,22-Mar-2021 20:47:33,0.233542237924097,0.810673497230933
738237.867060185,22-Mar-2021 20:48:34,0.28115652265035,0.780544751808532
738237.86775463,22-Mar-2021 20:49:34,0.26568603763266,0.790085353134179
738237.868460648,22-Mar-2021 20:50:35,0.336685385026244,0.748119199328544
738237.869166667,22-Mar-2021 20:51:36,0.377283540829172,0.726066906599323
738237.869872685,22-Mar-2021 20:52:37,0.247449923360928,0.801635385335357
738237.87056713,22-Mar-2021 20:53:37,0.244131406569541,0.80377361645207
738237.871273148,22-Mar-2021 20:54:38,0.27409746986232,0.784869308396053
738237.871979167,22-Mar-2021 20:55:39,0.368952142709418,0.730485726126853
738237.872685185,22-Mar-2021 20:56:40,0.258840742414211,0.794381661084622
738237.87337963,22-Mar-2021 20:57:40,0.26941134294871,0.78776671214951
738237.874085648,22-Mar-2021 20:58:41,0.33868987702823,0.746999000410692
738237.874791667,22-Mar-2021 20:59:42,0.297016144745964,0.7710004259013
738237.875497685,22-Mar-2021 21:00:43,0.288874864288147,0.775870511333391
738237.87619213,22-Mar-2021 21:01:43,0.241877829111722,0.805232186740357
738237.876898148,22-Mar-2021 21:02:44,0.289009233842564,0.775789632645981
738237.877604167,22-Mar-2021 21:03:45,0.217035394793946,0.821668789813059
738237.878310185,22-Mar-2021 21:04:46,0.285905915070121,0.777661871121784
738237.87900463,22-Mar-2021 21:05:46,0.272825703583701,0.785653524425577
738237.879722222,22-Mar-2021 21:06:48,0.262683080794616,0.791964361612173
